sample_id,modality,position,start_sec,end_sec,is_valid
-egA8-b7-3M_9,audio,46,23.0,23.5,False
-egA8-b7-3M_9,audio,47,23.5,24.0,False
-egA8-b7-3M_9,audio,48,24.0,24.5,False
-egA8-b7-3M_9,audio,49,24.5,25.0,False
-egA8-b7-3M_9,vision,0,0.0,0.5,True
-egA8-b7-3M_9,vision,1,0.5,1.0,True
-egA8-b7-3M_9,vision,2,1.0,1.5,True
-egA8-b7-3M_9,vision,3,1.5,2.0,True
-egA8-b7-3M_9,vision,4,2.0,2.5,True
-egA8-b7-3M_9,vision,5,2.5,3.0,True
-egA8-b7-3M_9,vision,6,3.0,3.5,True
-egA8-b7-3M_9,vision,7,3.5,4.0,True
-egA8-b7-3M_9,vision,8,4.0,4.5,True
-egA8-b7-3M_9,vision,9,4.5,5.0,True
-egA8-b7-3M_9,vision,10,5.0,5.5,False
-egA8-b7-3M_9,vision,11,5.5,6.0,False
-egA8-b7-3M_9,vision,12,6.0,6.5,False
-egA8-b7-3M_9,vision,13,6.5,7.0,False
-egA8-b7-3M_9,vision,14,7.0,7.5,False
-egA8-b7-3M_9,vision,15,7.5,8.0,False
-egA8-b7-3M_9,vision,16,8.0,8.5,False
-egA8-b7-3M_9,vision,17,8.5,9.0,False
-egA8-b7-3M_9,vision,18,9.0,9.5,False
-egA8-b7-3M_9,vision,19,9.5,10.0,False
-egA8-b7-3M_9,vision,20,10.0,10.5,False
-egA8-b7-3M_9,vision,21,10.5,11.0,False
-egA8-b7-3M_9,vision,22,11.0,11.5,False
-egA8-b7-3M_9,vision,23,11.5,12.0,False
-egA8-b7-3M_9,vision,24,12.0,12.5,False
-egA8-b7-3M_9,vision,25,12.5,13.0,False
-egA8-b7-3M_9,vision,26,13.0,13.5,False
-egA8-b7-3M_9,vision,27,13.5,14.0,False
-egA8-b7-3M_9,vision,28,14.0,14.5,False
-egA8-b7-3M_9,vision,29,14.5,15.0,False
-egA8-b7-3M_9,vision,30,15.0,15.5,False
-egA8-b7-3M_9,vision,31,15.5,16.0,False
-egA8-b7-3M_9,vision,32,16.0,16.5,False
-egA8-b7-3M_9,vision,33,16.5,17.0,False
-egA8-b7-3M_9,vision,34,17.0,17.5,False
-egA8-b7-3M_9,vision,35,17.5,18.0,False
-egA8-b7-3M_9,vision,36,18.0,18.5,False
-egA8-b7-3M_9,vision,37,18.5,19.0,False
-egA8-b7-3M_9,vision,38,19.0,19.5,False
-egA8-b7-3M_9,vision,39,19.5,20.0,False
-egA8-b7-3M_9,vision,40,20.0,20.5,False
-egA8-b7-3M_9,vision,41,20.5,21.0,False
-egA8-b7-3M_9,vision,42,21.0,21.5,False
-egA8-b7-3M_9,vision,43,21.5,22.0,False
-egA8-b7-3M_9,vision,44,22.0,22.5,False
-egA8-b7-3M_9,vision,45,22.5,23.0,False
-egA8-b7-3M_9,vision,46,23.0,23.5,False
-egA8-b7-3M_9,vision,47,23.5,24.0,False
-egA8-b7-3M_9,vision,48,24.0,24.5,False
-egA8-b7-3M_9,vision,49,24.5,25.0,False
-hnBHBN8p5A_6,audio,0,0.0,0.5,True
-hnBHBN8p5A_6,audio,1,0.5,1.0,True
-hnBHBN8p5A_6,audio,2,1.0,1.5,True
-hnBHBN8p5A_6,audio,3,1.5,2.0,True
-hnBHBN8p5A_6,audio,4,2.0,2.5,True
-hnBHBN8p5A_6,audio,5,2.5,3.0,True
-hnBHBN8p5A_6,audio,6,3.0,3.5,True
-hnBHBN8p5A_6,audio,7,3.5,4.0,True
-hnBHBN8p5A_6,audio,8,4.0,4.5,True
-hnBHBN8p5A_6,audio,9,4.5,5.0,True
-hnBHBN8p5A_6,audio,10,5.0,5.5,True
-hnBHBN8p5A_6,audio,11,5.5,6.0,True
-hnBHBN8p5A_6,audio,12,6.0,6.5,True
-hnBHBN8p5A_6,audio,13,6.5,7.0,False
-hnBHBN8p5A_6,audio,14,7.0,7.5,False
-hnBHBN8p5A_6,audio,15,7.5,8.0,False
-hnBHBN8p5A_6,audio,16,8.0,8.5,False
-hnBHBN8p5A_6,audio,17,8.5,9.0,False
-hnBHBN8p5A_6,audio,18,9.0,9.5,False
-hnBHBN8p5A_6,audio,19,9.5,10.0,False
-hnBHBN8p5A_6,audio,20,10.0,10.5,False
-hnBHBN8p5A_6,audio,21,10.5,11.0,False
-hnBHBN8p5A_6,audio,22,11.0,11.5,False
-hnBHBN8p5A_6,audio,23,11.5,12.0,False
-hnBHBN8p5A_6,audio,24,12.0,12.5,False
-hnBHBN8p5A_6,audio,25,12.5,13.0,False
-hnBHBN8p5A_6,audio,26,13.0,13.5,False
-hnBHBN8p5A_6,audio,27,13.5,14.0,False
-hnBHBN8p5A_6,audio,28,14.0,14.5,False
-hnBHBN8p5A_6,audio,29,14.5,15.0,False
-hnBHBN8p5A_6,audio,30,15.0,15.5,False
-hnBHBN8p5A_6,audio,31,15.5,16.0,False
-hnBHBN8p5A_6,audio,32,16.0,16.5,False
-hnBHBN8p5A_6,audio,33,16.5,17.0,False
-hnBHBN8p5A_6,audio,34,17.0,17.5,False
-hnBHBN8p5A_6,audio,35,17.5,18.0,False
-hnBHBN8p5A_6,audio,36,18.0,18.5,False
-hnBHBN8p5A_6,audio,37,18.5,19.0,False
-hnBHBN8p5A_6,audio,38,19.0,19.5,False
-hnBHBN8p5A_6,audio,39,19.5,20.0,False
-hnBHBN8p5A_6,audio,40,20.0,20.5,False
-hnBHBN8p5A_6,audio,41,20.5,21.0,False
-hnBHBN8p5A_6,audio,42,21.0,21.5,False
-hnBHBN8p5A_6,audio,43,21.5,22.0,False
-hnBHBN8p5A_6,audio,44,22.0,22.5,False
-hnBHBN8p5A_6,audio,45,22.5,23.0,False
-hnBHBN8p5A_6,audio,46,23.0,23.5,False
-hnBHBN8p5A_6,audio,47,23.5,24.0,False
-hnBHBN8p5A_6,audio,48,24.0,24.5,False
-hnBHBN8p5A_6,audio,49,24.5,25.0,False
-hnBHBN8p5A_6,vision,0,0.0,0.5,True
-hnBHBN8p5A_6,vision,1,0.5,1.0,True
-hnBHBN8p5A_6,vision,2,1.0,1.5,True
-hnBHBN8p5A_6,vision,3,1.5,2.0,True
-hnBHBN8p5A_6,vision,4,2.0,2.5,True
-hnBHBN8p5A_6,vision,5,2.5,3.0,True
-hnBHBN8p5A_6,vision,6,3.0,3.5,True
-hnBHBN8p5A_6,vision,7,3.5,4.0,True
-hnBHBN8p5A_6,vision,8,4.0,4.5,True
-hnBHBN8p5A_6,vision,9,4.5,5.0,True
-hnBHBN8p5A_6,vision,10,5.0,5.5,True
-hnBHBN8p5A_6,vision,11,5.5,6.0,True
-hnBHBN8p5A_6,vision,12,6.0,6.5,True
-hnBHBN8p5A_6,vision,13,6.5,7.0,False
-hnBHBN8p5A_6,vision,14,7.0,7.5,False
-hnBHBN8p5A_6,vision,15,7.5,8.0,False
-hnBHBN8p5A_6,vision,16,8.0,8.5,False
-hnBHBN8p5A_6,vision,17,8.5,9.0,False
-hnBHBN8p5A_6,vision,18,9.0,9.5,False
-hnBHBN8p5A_6,vision,19,9.5,10.0,False
-hnBHBN8p5A_6,vision,20,10.0,10.5,False
-hnBHBN8p5A_6,vision,21,10.5,11.0,False
-hnBHBN8p5A_6,vision,22,11.0,11.5,False
-hnBHBN8p5A_6,vision,23,11.5,12.0,False
-hnBHBN8p5A_6,vision,24,12.0,12.5,False
-hnBHBN8p5A_6,vision,25,12.5,13.0,False
-hnBHBN8p5A_6,vision,26,13.0,13.5,False
-hnBHBN8p5A_6,vision,27,13.5,14.0,False
-hnBHBN8p5A_6,vision,28,14.0,14.5,False
-hnBHBN8p5A_6,vision,29,14.5,15.0,False
-hnBHBN8p5A_6,vision,30,15.0,15.5,False
-hnBHBN8p5A_6,vision,31,15.5,16.0,False
-hnBHBN8p5A_6,vision,32,16.0,16.5,False
-hnBHBN8p5A_6,vision,33,16.5,17.0,False
-hnBHBN8p5A_6,vision,34,17.0,17.5,False
-hnBHBN8p5A_6,vision,35,17.5,18.0,False
-hnBHBN8p5A_6,vision,36,18.0,18.5,False
-hnBHBN8p5A_6,vision,37,18.5,19.0,False
-hnBHBN8p5A_6,vision,38,19.0,19.5,False
-hnBHBN8p5A_6,vision,39,19.5,20.0,False
-hnBHBN8p5A_6,vision,40,20.0,20.5,False
-hnBHBN8p5A_6,vision,41,20.5,21.0,False
-hnBHBN8p5A_6,vision,42,21.0,21.5,False
-hnBHBN8p5A_6,vision,43,21.5,22.0,False
-hnBHBN8p5A_6,vision,44,22.0,22.5,False
-hnBHBN8p5A_6,vision,45,22.5,23.0,False
-hnBHBN8p5A_6,vision,46,23.0,23.5,False
-hnBHBN8p5A_6,vision,47,23.5,24.0,False
-hnBHBN8p5A_6,vision,48,24.0,24.5,False
-hnBHBN8p5A_6,vision,49,24.5,25.0,False
-hnBHBN8p5A_7,audio,0,0.0,0.5,True
-hnBHBN8p5A_7,audio,1,0.5,1.0,True
-hnBHBN8p5A_7,audio,2,1.0,1.5,True
-hnBHBN8p5A_7,audio,3,1.5,2.0,True
-hnBHBN8p5A_7,audio,4,2.0,2.5,True
-hnBHBN8p5A_7,audio,5,2.5,3.0,True
-hnBHBN8p5A_7,audio,6,3.0,3.5,True
-hnBHBN8p5A_7,audio,7,3.5,4.0,True
-hnBHBN8p5A_7,audio,8,4.0,4.5,True
-hnBHBN8p5A_7,audio,9,4.5,5.0,True
-hnBHBN8p5A_7,audio,10,5.0,5.5,True
-hnBHBN8p5A_7,audio,11,5.5,6.0,True
-hnBHBN8p5A_7,audio,12,6.0,6.5,True
-hnBHBN8p5A_7,audio,13,6.5,7.0,True
-hnBHBN8p5A_7,audio,14,7.0,7.5,True
-hnBHBN8p5A_7,audio,15,7.5,8.0,False
-hnBHBN8p5A_7,audio,16,8.0,8.5,False
-hnBHBN8p5A_7,audio,17,8.5,9.0,False
-hnBHBN8p5A_7,audio,18,9.0,9.5,False
-hnBHBN8p5A_7,audio,19,9.5,10.0,False
-hnBHBN8p5A_7,audio,20,10.0,10.5,False
-hnBHBN8p5A_7,audio,21,10.5,11.0,False
-hnBHBN8p5A_7,audio,22,11.0,11.5,False
-hnBHBN8p5A_7,audio,23,11.5,12.0,False
-hnBHBN8p5A_7,audio,24,12.0,12.5,False
-hnBHBN8p5A_7,audio,25,12.5,13.0,False
-hnBHBN8p5A_7,audio,26,13.0,13.5,False
-hnBHBN8p5A_7,audio,27,13.5,14.0,False
-hnBHBN8p5A_7,audio,28,14.0,14.5,False
-hnBHBN8p5A_7,audio,29,14.5,15.0,False
-hnBHBN8p5A_7,audio,30,15.0,15.5,False
-hnBHBN8p5A_7,audio,31,15.5,16.0,False
-hnBHBN8p5A_7,audio,32,16.0,16.5,False
-hnBHBN8p5A_7,audio,33,16.5,17.0,False
-hnBHBN8p5A_7,audio,34,17.0,17.5,False
-hnBHBN8p5A_7,audio,35,17.5,18.0,False
-hnBHBN8p5A_7,audio,36,18.0,18.5,False
-hnBHBN8p5A_7,audio,37,18.5,19.0,False
-hnBHBN8p5A_7,audio,38,19.0,19.5,False
-hnBHBN8p5A_7,audio,39,19.5,20.0,False
-hnBHBN8p5A_7,audio,40,20.0,20.5,False
-hnBHBN8p5A_7,audio,41,20.5,21.0,False
-hnBHBN8p5A_7,audio,42,21.0,21.5,False
-hnBHBN8p5A_7,audio,43,21.5,22.0,False
-hnBHBN8p5A_7,audio,44,22.0,22.5,False
-hnBHBN8p5A_7,audio,45,22.5,23.0,False
-hnBHBN8p5A_7,audio,46,23.0,23.5,False
-hnBHBN8p5A_7,audio,47,23.5,24.0,False
-hnBHBN8p5A_7,audio,48,24.0,24.5,False
-hnBHBN8p5A_7,audio,49,24.5,25.0,False
-hnBHBN8p5A_7,vision,0,0.0,0.5,True
-hnBHBN8p5A_7,vision,1,0.5,1.0,True
-hnBHBN8p5A_7,vision,2,1.0,1.5,True
-hnBHBN8p5A_7,vision,3,1.5,2.0,True
-hnBHBN8p5A_7,vision,4,2.0,2.5,True
-hnBHBN8p5A_7,vision,5,2.5,3.0,True
-hnBHBN8p5A_7,vision,6,3.0,3.5,True
-hnBHBN8p5A_7,vision,7,3.5,4.0,True
-hnBHBN8p5A_7,vision,8,4.0,4.5,True
-hnBHBN8p5A_7,vision,9,4.5,5.0,True
-hnBHBN8p5A_7,vision,10,5.0,5.5,True
-hnBHBN8p5A_7,vision,11,5.5,6.0,True
-hnBHBN8p5A_7,vision,12,6.0,6.5,True
-hnBHBN8p5A_7,vision,13,6.5,7.0,True
-hnBHBN8p5A_7,vision,14,7.0,7.5,True
-hnBHBN8p5A_7,vision,15,7.5,8.0,False
-hnBHBN8p5A_7,vision,16,8.0,8.5,False
-hnBHBN8p5A_7,vision,17,8.5,9.0,False
-hnBHBN8p5A_7,vision,18,9.0,9.5,False
-hnBHBN8p5A_7,vision,19,9.5,10.0,False
-hnBHBN8p5A_7,vision,20,10.0,10.5,False
-hnBHBN8p5A_7,vision,21,10.5,11.0,False
-hnBHBN8p5A_7,vision,22,11.0,11.5,False
-hnBHBN8p5A_7,vision,23,11.5,12.0,False
-hnBHBN8p5A_7,vision,24,12.0,12.5,False
-hnBHBN8p5A_7,vision,25,12.5,13.0,False
-hnBHBN8p5A_7,vision,26,13.0,13.5,False
-hnBHBN8p5A_7,vision,27,13.5,14.0,False
-hnBHBN8p5A_7,vision,28,14.0,14.5,False
-hnBHBN8p5A_7,vision,29,14.5,15.0,False
-hnBHBN8p5A_7,vision,30,15.0,15.5,False
-hnBHBN8p5A_7,vision,31,15.5,16.0,False
-hnBHBN8p5A_7,vision,32,16.0,16.5,False
-hnBHBN8p5A_7,vision,33,16.5,17.0,False
-hnBHBN8p5A_7,vision,34,17.0,17.5,False
-hnBHBN8p5A_7,vision,35,17.5,18.0,False
-hnBHBN8p5A_7,vision,36,18.0,18.5,False
-hnBHBN8p5A_7,vision,37,18.5,19.0,False
-hnBHBN8p5A_7,vision,38,19.0,19.5,False
-hnBHBN8p5A_7,vision,39,19.5,20.0,False
-hnBHBN8p5A_7,vision,40,20.0,20.5,False
-hnBHBN8p5A_7,vision,41,20.5,21.0,False
-hnBHBN8p5A_7,vision,42,21.0,21.5,False
-hnBHBN8p5A_7,vision,43,21.5,22.0,False
-hnBHBN8p5A_7,vision,44,22.0,22.5,False
-hnBHBN8p5A_7,vision,45,22.5,23.0,False
-hnBHBN8p5A_7,vision,46,23.0,23.5,False
-hnBHBN8p5A_7,vision,47,23.5,24.0,False
-hnBHBN8p5A_7,vision,48,24.0,24.5,False
-hnBHBN8p5A_7,vision,49,24.5,25.0,False
-iRBcNs9oI8_3,audio,0,0.0,0.5,True
-iRBcNs9oI8_3,audio,1,0.5,1.0,True
-iRBcNs9oI8_3,audio,2,1.0,1.5,True
-iRBcNs9oI8_3,audio,3,1.5,2.0,True
-iRBcNs9oI8_3,audio,4,2.0,2.5,True
-iRBcNs9oI8_3,audio,5,2.5,3.0,True
-iRBcNs9oI8_3,audio,6,3.0,3.5,True
-iRBcNs9oI8_3,audio,7,3.5,4.0,True
-iRBcNs9oI8_3,audio,8,4.0,4.5,True
-iRBcNs9oI8_3,audio,9,4.5,5.0,True
-iRBcNs9oI8_3,audio,10,5.0,5.5,True
-iRBcNs9oI8_3,audio,11,5.5,6.0,False
-iRBcNs9oI8_3,audio,12,6.0,6.5,False
-iRBcNs9oI8_3,audio,13,6.5,7.0,False
-iRBcNs9oI8_3,audio,14,7.0,7.5,False
-iRBcNs9oI8_3,audio,15,7.5,8.0,False
-iRBcNs9oI8_3,audio,16,8.0,8.5,False
-iRBcNs9oI8_3,audio,17,8.5,9.0,False
-iRBcNs9oI8_3,audio,18,9.0,9.5,False
-iRBcNs9oI8_3,audio,19,9.5,10.0,False
-iRBcNs9oI8_3,audio,20,10.0,10.5,False
-iRBcNs9oI8_3,audio,21,10.5,11.0,False
-iRBcNs9oI8_3,audio,22,11.0,11.5,False
-iRBcNs9oI8_3,audio,23,11.5,12.0,False
-iRBcNs9oI8_3,audio,24,12.0,12.5,False
-iRBcNs9oI8_3,audio,25,12.5,13.0,False
-iRBcNs9oI8_3,audio,26,13.0,13.5,False
-iRBcNs9oI8_3,audio,27,13.5,14.0,False
-iRBcNs9oI8_3,audio,28,14.0,14.5,False
-iRBcNs9oI8_3,audio,29,14.5,15.0,False
-iRBcNs9oI8_3,audio,30,15.0,15.5,False
-iRBcNs9oI8_3,audio,31,15.5,16.0,False
-iRBcNs9oI8_3,audio,32,16.0,16.5,False
-iRBcNs9oI8_3,audio,33,16.5,17.0,False
-iRBcNs9oI8_3,audio,34,17.0,17.5,False
-iRBcNs9oI8_3,audio,35,17.5,18.0,False
-iRBcNs9oI8_3,audio,36,18.0,18.5,False
-iRBcNs9oI8_3,audio,37,18.5,19.0,False
-iRBcNs9oI8_3,audio,38,19.0,19.5,False
-iRBcNs9oI8_3,audio,39,19.5,20.0,False
-iRBcNs9oI8_3,audio,40,20.0,20.5,False
-iRBcNs9oI8_3,audio,41,20.5,21.0,False
-iRBcNs9oI8_3,audio,42,21.0,21.5,False
-iRBcNs9oI8_3,audio,43,21.5,22.0,False
-iRBcNs9oI8_3,audio,44,22.0,22.5,False
-iRBcNs9oI8_3,audio,45,22.5,23.0,False
-iRBcNs9oI8_3,audio,46,23.0,23.5,False
-iRBcNs9oI8_3,audio,47,23.5,24.0,False
-iRBcNs9oI8_3,audio,48,24.0,24.5,False
-iRBcNs9oI8_3,audio,49,24.5,25.0,False
-iRBcNs9oI8_3,vision,0,0.0,0.5,True
-iRBcNs9oI8_3,vision,1,0.5,1.0,True
-iRBcNs9oI8_3,vision,2,1.0,1.5,True
-iRBcNs9oI8_3,vision,3,1.5,2.0,True
-iRBcNs9oI8_3,vision,4,2.0,2.5,True
-iRBcNs9oI8_3,vision,5,2.5,3.0,True
-iRBcNs9oI8_3,vision,6,3.0,3.5,True
-iRBcNs9oI8_3,vision,7,3.5,4.0,True
-iRBcNs9oI8_3,vision,8,4.0,4.5,True
-iRBcNs9oI8_3,vision,9,4.5,5.0,True
-iRBcNs9oI8_3,vision,10,5.0,5.5,True
-iRBcNs9oI8_3,vision,11,5.5,6.0,True
-iRBcNs9oI8_3,vision,12,6.0,6.5,False
-iRBcNs9oI8_3,vision,13,6.5,7.0,False
-iRBcNs9oI8_3,vision,14,7.0,7.5,False
-iRBcNs9oI8_3,vision,15,7.5,8.0,False
-iRBcNs9oI8_3,vision,16,8.0,8.5,False
-iRBcNs9oI8_3,vision,17,8.5,9.0,False
-iRBcNs9oI8_3,vision,18,9.0,9.5,False
-iRBcNs9oI8_3,vision,19,9.5,10.0,False
-iRBcNs9oI8_3,vision,20,10.0,10.5,False
-iRBcNs9oI8_3,vision,21,10.5,11.0,False
-iRBcNs9oI8_3,vision,22,11.0,11.5,False
-iRBcNs9oI8_3,vision,23,11.5,12.0,False
-iRBcNs9oI8_3,vision,24,12.0,12.5,False
-iRBcNs9oI8_3,vision,25,12.5,13.0,False
-iRBcNs9oI8_3,vision,26,13.0,13.5,False
-iRBcNs9oI8_3,vision,27,13.5,14.0,False
-iRBcNs9oI8_3,vision,28,14.0,14.5,False
-iRBcNs9oI8_3,vision,29,14.5,15.0,False
-iRBcNs9oI8_3,vision,30,15.0,15.5,False
-iRBcNs9oI8_3,vision,31,15.5,16.0,False
-iRBcNs9oI8_3,vision,32,16.0,16.5,False
-iRBcNs9oI8_3,vision,33,16.5,17.0,False
-iRBcNs9oI8_3,vision,34,17.0,17.5,False
-iRBcNs9oI8_3,vision,35,17.5,18.0,False
-iRBcNs9oI8_3,vision,36,18.0,18.5,False
-iRBcNs9oI8_3,vision,37,18.5,19.0,False
-iRBcNs9oI8_3,vision,38,19.0,19.5,False
-iRBcNs9oI8_3,vision,39,19.5,20.0,False
-iRBcNs9oI8_3,vision,40,20.0,20.5,False
-iRBcNs9oI8_3,vision,41,20.5,21.0,False
-iRBcNs9oI8_3,vision,42,21.0,21.5,False
-iRBcNs9oI8_3,vision,43,21.5,22.0,False
-iRBcNs9oI8_3,vision,44,22.0,22.5,False
-iRBcNs9oI8_3,vision,45,22.5,23.0,False
-iRBcNs9oI8_3,vision,46,23.0,23.5,False
-iRBcNs9oI8_3,vision,47,23.5,24.0,False
-iRBcNs9oI8_3,vision,48,24.0,24.5,False
-iRBcNs9oI8_3,vision,49,24.5,25.0,False
-iRBcNs9oI8_6,audio,0,0.0,0.5,True
-iRBcNs9oI8_6,audio,1,0.5,1.0,True
-iRBcNs9oI8_6,audio,2,1.0,1.5,True
-iRBcNs9oI8_6,audio,3,1.5,2.0,True
-iRBcNs9oI8_6,audio,4,2.0,2.5,True
-iRBcNs9oI8_6,audio,5,2.5,3.0,True
-iRBcNs9oI8_6,audio,6,3.0,3.5,False
-iRBcNs9oI8_6,audio,7,3.5,4.0,False
-iRBcNs9oI8_6,audio,8,4.0,4.5,False
-iRBcNs9oI8_6,audio,9,4.5,5.0,False
-iRBcNs9oI8_6,audio,10,5.0,5.5,False
-iRBcNs9oI8_6,audio,11,5.5,6.0,False
-iRBcNs9oI8_6,audio,12,6.0,6.5,False
-iRBcNs9oI8_6,audio,13,6.5,7.0,False
-iRBcNs9oI8_6,audio,14,7.0,7.5,False
-iRBcNs9oI8_6,audio,15,7.5,8.0,False
-iRBcNs9oI8_6,audio,16,8.0,8.5,False
-iRBcNs9oI8_6,audio,17,8.5,9.0,False
-iRBcNs9oI8_6,audio,18,9.0,9.5,False
-iRBcNs9oI8_6,audio,19,9.5,10.0,False
-iRBcNs9oI8_6,audio,20,10.0,10.5,False
-iRBcNs9oI8_6,audio,21,10.5,11.0,False
-iRBcNs9oI8_6,audio,22,11.0,11.5,False
-iRBcNs9oI8_6,audio,23,11.5,12.0,False
-iRBcNs9oI8_6,audio,24,12.0,12.5,False
-iRBcNs9oI8_6,audio,25,12.5,13.0,False
-iRBcNs9oI8_6,audio,26,13.0,13.5,False
-iRBcNs9oI8_6,audio,27,13.5,14.0,False
-iRBcNs9oI8_6,audio,28,14.0,14.5,False
-iRBcNs9oI8_6,audio,29,14.5,15.0,False
-iRBcNs9oI8_6,audio,30,15.0,15.5,False
-iRBcNs9oI8_6,audio,31,15.5,16.0,False
-iRBcNs9oI8_6,audio,32,16.0,16.5,False
-iRBcNs9oI8_6,audio,33,16.5,17.0,False
-iRBcNs9oI8_6,audio,34,17.0,17.5,False
-iRBcNs9oI8_6,audio,35,17.5,18.0,False
-iRBcNs9oI8_6,audio,36,18.0,18.5,False
-iRBcNs9oI8_6,audio,37,18.5,19.0,False
-iRBcNs9oI8_6,audio,38,19.0,19.5,False
-iRBcNs9oI8_6,audio,39,19.5,20.0,False
-iRBcNs9oI8_6,audio,40,20.0,20.5,False
-iRBcNs9oI8_6,audio,41,20.5,21.0,False
-iRBcNs9oI8_6,audio,42,21.0,21.5,False
-iRBcNs9oI8_6,audio,43,21.5,22.0,False
-iRBcNs9oI8_6,audio,44,22.0,22.5,False
-iRBcNs9oI8_6,audio,45,22.5,23.0,False
-iRBcNs9oI8_6,audio,46,23.0,23.5,False
-iRBcNs9oI8_6,audio,47,23.5,24.0,False
-iRBcNs9oI8_6,audio,48,24.0,24.5,False
-iRBcNs9oI8_6,audio,49,24.5,25.0,False
-iRBcNs9oI8_6,vision,0,0.0,0.5,True
-iRBcNs9oI8_6,vision,1,0.5,1.0,True
-iRBcNs9oI8_6,vision,2,1.0,1.5,True
-iRBcNs9oI8_6,vision,3,1.5,2.0,True
-iRBcNs9oI8_6,vision,4,2.0,2.5,True
-iRBcNs9oI8_6,vision,5,2.5,3.0,True
-iRBcNs9oI8_6,vision,6,3.0,3.5,False
-iRBcNs9oI8_6,vision,7,3.5,4.0,False
-iRBcNs9oI8_6,vision,8,4.0,4.5,False
-iRBcNs9oI8_6,vision,9,4.5,5.0,False
-iRBcNs9oI8_6,vision,10,5.0,5.5,False
-iRBcNs9oI8_6,vision,11,5.5,6.0,False
-iRBcNs9oI8_6,vision,12,6.0,6.5,False
-iRBcNs9oI8_6,vision,13,6.5,7.0,False
-iRBcNs9oI8_6,vision,14,7.0,7.5,False
-iRBcNs9oI8_6,vision,15,7.5,8.0,False
-iRBcNs9oI8_6,vision,16,8.0,8.5,False
-iRBcNs9oI8_6,vision,17,8.5,9.0,False
-iRBcNs9oI8_6,vision,18,9.0,9.5,False
-iRBcNs9oI8_6,vision,19,9.5,10.0,False
-iRBcNs9oI8_6,vision,20,10.0,10.5,False
-iRBcNs9oI8_6,vision,21,10.5,11.0,False
-iRBcNs9oI8_6,vision,22,11.0,11.5,False
-iRBcNs9oI8_6,vision,23,11.5,12.0,False
-iRBcNs9oI8_6,vision,24,12.0,12.5,False
-iRBcNs9oI8_6,vision,25,12.5,13.0,False
-iRBcNs9oI8_6,vision,26,13.0,13.5,False
-iRBcNs9oI8_6,vision,27,13.5,14.0,False
-iRBcNs9oI8_6,vision,28,14.0,14.5,False
-iRBcNs9oI8_6,vision,29,14.5,15.0,False
-iRBcNs9oI8_6,vision,30,15.0,15.5,False
-iRBcNs9oI8_6,vision,31,15.5,16.0,False
-iRBcNs9oI8_6,vision,32,16.0,16.5,False
-iRBcNs9oI8_6,vision,33,16.5,17.0,False
-iRBcNs9oI8_6,vision,34,17.0,17.5,False
-iRBcNs9oI8_6,vision,35,17.5,18.0,False
-iRBcNs9oI8_6,vision,36,18.0,18.5,False
-iRBcNs9oI8_6,vision,37,18.5,19.0,False
-iRBcNs9oI8_6,vision,38,19.0,19.5,False
-iRBcNs9oI8_6,vision,39,19.5,20.0,False
-iRBcNs9oI8_6,vision,40,20.0,20.5,False
-iRBcNs9oI8_6,vision,41,20.5,21.0,False
-iRBcNs9oI8_6,vision,42,21.0,21.5,False
-iRBcNs9oI8_6,vision,43,21.5,22.0,False
-iRBcNs9oI8_6,vision,44,22.0,22.5,False
-iRBcNs9oI8_6,vision,45,22.5,23.0,False
-iRBcNs9oI8_6,vision,46,23.0,23.5,False
-iRBcNs9oI8_6,vision,47,23.5,24.0,False
-iRBcNs9oI8_6,vision,48,24.0,24.5,False
-iRBcNs9oI8_6,vision,49,24.5,25.0,False
-iRBcNs9oI8_7,audio,0,0.0,0.5,True
-iRBcNs9oI8_7,audio,1,0.5,1.0,True
-iRBcNs9oI8_7,audio,2,1.0,1.5,True
-iRBcNs9oI8_7,audio,3,1.5,2.0,True
-iRBcNs9oI8_7,audio,4,2.0,2.5,True
-iRBcNs9oI8_7,audio,5,2.5,3.0,True
-iRBcNs9oI8_7,audio,6,3.0,3.5,True
-iRBcNs9oI8_7,audio,7,3.5,4.0,True
-iRBcNs9oI8_7,audio,8,4.0,4.5,False
-iRBcNs9oI8_7,audio,9,4.5,5.0,False
-iRBcNs9oI8_7,audio,10,5.0,5.5,False
-iRBcNs9oI8_7,audio,11,5.5,6.0,False
-iRBcNs9oI8_7,audio,12,6.0,6.5,False
-iRBcNs9oI8_7,audio,13,6.5,7.0,False
-iRBcNs9oI8_7,audio,14,7.0,7.5,False
-iRBcNs9oI8_7,audio,15,7.5,8.0,False
-iRBcNs9oI8_7,audio,16,8.0,8.5,False
-iRBcNs9oI8_7,audio,17,8.5,9.0,False
-iRBcNs9oI8_7,audio,18,9.0,9.5,False
-iRBcNs9oI8_7,audio,19,9.5,10.0,False
-iRBcNs9oI8_7,audio,20,10.0,10.5,False
-iRBcNs9oI8_7,audio,21,10.5,11.0,False
-iRBcNs9oI8_7,audio,22,11.0,11.5,False
-iRBcNs9oI8_7,audio,23,11.5,12.0,False
-iRBcNs9oI8_7,audio,24,12.0,12.5,False
-iRBcNs9oI8_7,audio,25,12.5,13.0,False
-iRBcNs9oI8_7,audio,26,13.0,13.5,False
-iRBcNs9oI8_7,audio,27,13.5,14.0,False
-iRBcNs9oI8_7,audio,28,14.0,14.5,False
